Entity,Code,Year,Median age - Sex: all - Age: all - Variant: estimates,Median age - Sex: all - Age: all - Variant: medium
Dominica,DMA,2023,35.618,
Dominica,DMA,2024,,35.946
Dominica,DMA,2025,,36.285
Dominica,DMA,2026,,36.642
Dominica,DMA,2027,,37.018
Dominica,DMA,2028,,37.41
Dominica,DMA,2029,,37.812
Dominica,DMA,2030,,38.216
Dominica,DMA,2031,,38.616
Dominica,DMA,2032,,38.995
Dominica,DMA,2033,,39.35
Dominica,DMA,2034,,39.683
Dominica,DMA,2035,,39.993
Dominica,DMA,2036,,40.271
Dominica,DMA,2037,,40.502
Dominica,DMA,2038,,40.689
Dominica,DMA,2039,,40.837
Dominica,DMA,2040,,40.953
Dominica,DMA,2041,,41.068
Dominica,DMA,2042,,41.21
Dominica,DMA,2043,,41.36
Dominica,DMA,2044,,41.481
Dominica,DMA,2045,,41.555
Dominica,DMA,2046,,41.616
Dominica,DMA,2047,,41.71
Dominica,DMA,2048,,41.836
Dominica,DMA,2049,,41.97
Dominica,DMA,2050,,42.11
Dominica,DMA,2051,,42.269
Dominica,DMA,2052,,42.456
Dominica,DMA,2053,,42.662
Dominica,DMA,2054,,42.866
Dominica,DMA,2055,,43.058
Dominica,DMA,2056,,43.27
Dominica,DMA,2057,,43.492
Dominica,DMA,2058,,43.722
Dominica,DMA,2059,,43.949
Dominica,DMA,2060,,44.167
Dominica,DMA,2061,,44.373
Dominica,DMA,2062,,44.56
Dominica,DMA,2063,,44.721
Dominica,DMA,2064,,44.866
Dominica,DMA,2065,,45.009
Dominica,DMA,2066,,45.136
Dominica,DMA,2067,,45.259
Dominica,DMA,2068,,45.375
Dominica,DMA,2069,,45.476
Dominica,DMA,2070,,45.574
Dominica,DMA,2071,,45.668
Dominica,DMA,2072,,45.759
Dominica,DMA,2073,,45.84
Dominica,DMA,2074,,45.915
Dominica,DMA,2075,,45.988
Dominica,DMA,2076,,46.05
Dominica,DMA,2077,,46.107
Dominica,DMA,2078,,46.163
Dominica,DMA,2079,,46.223
Dominica,DMA,2080,,46.286
Dominica,DMA,2081,,46.343
Dominica,DMA,2082,,46.398
Dominica,DMA,2083,,46.462
Dominica,DMA,2084,,46.526
Dominica,DMA,2085,,46.599
Dominica,DMA,2086,,46.685
Dominica,DMA,2087,,46.773
Dominica,DMA,2088,,46.868
Dominica,DMA,2089,,46.961
Dominica,DMA,2090,,47.062
Dominica,DMA,2091,,47.162
Dominica,DMA,2092,,47.248
Dominica,DMA,2093,,47.339
Dominica,DMA,2094,,47.432
Dominica,DMA,2095,,47.526
Dominica,DMA,2096,,47.611
Dominica,DMA,2097,,47.693
Dominica,DMA,2098,,47.786
Dominica,DMA,2099,,47.89
Dominica,DMA,2100,,47.995
Dominican Republic,DOM,1950,15.85,
Dominican Republic,DOM,1951,15.816,
Dominican Republic,DOM,1952,15.762,
Dominican Republic,DOM,1953,15.7,
Dominican Republic,DOM,1954,15.631,
Dominican Republic,DOM,1955,15.538,
Dominican Republic,DOM,1956,15.404,
Dominican Republic,DOM,1957,15.237,
Dominican Republic,DOM,1958,15.05,
Dominican Republic,DOM,1959,14.855,
Dominican Republic,DOM,1960,14.668,
Dominican Republic,DOM,1961,14.514,
Dominican Republic,DOM,1962,14.401,
Dominican Republic,DOM,1963,14.332,
Dominican Republic,DOM,1964,14.289,
Dominican Republic,DOM,1965,14.264,
Dominican Republic,DOM,1966,14.278,
Dominican Republic,DOM,1967,14.34,
Dominican Republic,DOM,1968,14.439,
Dominican Republic,DOM,1969,14.568,
Dominican Republic,DOM,1970,14.719,
Dominican Republic,DOM,1971,14.886,
Dominican Republic,DOM,1972,15.065,
Dominican Republic,DOM,1973,15.252,
Dominican Republic,DOM,1974,15.447,
Dominican Republic,DOM,1975,15.65,
Dominican Republic,DOM,1976,15.859,
Dominican Republic,DOM,1977,16.073,
Dominican Republic,DOM,1978,16.293,
Dominican Republic,DOM,1979,16.518,
Dominican Republic,DOM,1980,16.744,
Dominican Republic,DOM,1981,16.968,
Dominican Republic,DOM,1982,17.191,
Dominican Republic,DOM,1983,17.409,
Dominican Republic,DOM,1984,17.624,
Dominican Republic,DOM,1985,17.843,
Dominican Republic,DOM,1986,18.062,
Dominican Republic,DOM,1987,18.273,
Dominican Republic,DOM,1988,18.475,
Dominican Republic,DOM,1989,18.668,
Dominican Republic,DOM,1990,18.857,
Dominican Republic,DOM,1991,19.049,
Dominican Republic,DOM,1992,19.245,
Dominican Republic,DOM,1993,19.448,
Dominican Republic,DOM,1994,19.658,
Dominican Republic,DOM,1995,19.876,
Dominican Republic,DOM,1996,20.099,
Dominican Republic,DOM,1997,20.335,
Dominican Republic,DOM,1998,20.587,
Dominican Republic,DOM,1999,20.841,
Dominican Republic,DOM,2000,21.083,
Dominican Republic,DOM,2001,21.319,
Dominican Republic,DOM,2002,21.561,
Dominican Republic,DOM,2003,21.814,
Dominican Republic,DOM,2004,22.076,
Dominican Republic,DOM,2005,22.346,
Dominican Republic,DOM,2006,22.626,
Dominican Republic,DOM,2007,22.913,
Dominican Republic,DOM,2008,23.194,
Dominican Republic,DOM,2009,23.462,
Dominican Republic,DOM,2010,23.723,
Dominican Republic,DOM,2011,23.988,
Dominican Republic,DOM,2012,24.26,
Dominican Republic,DOM,2013,24.542,
Dominican Republic,DOM,2014,24.834,
Dominican Republic,DOM,2015,25.138,
Dominican Republic,DOM,2016,25.448,
Dominican Republic,DOM,2017,25.762,
Dominican Republic,DOM,2018,26.076,
Dominican Republic,DOM,2019,26.388,
Dominican Republic,DOM,2020,26.697,
Dominican Republic,DOM,2021,26.998,
Dominican Republic,DOM,2022,27.317,
Dominican Republic,DOM,2023,27.653,
Dominican Republic,DOM,2024,,27.991
Dominican Republic,DOM,2025,,28.335
Dominican Republic,DOM,2026,,28.676
Dominican Republic,DOM,2027,,29.012
Dominican Republic,DOM,2028,,29.336
Dominican Republic,DOM,2029,,29.659
Dominican Republic,DOM,2030,,29.985
Dominican Republic,DOM,2031,,30.324
Dominican Republic,DOM,2032,,30.668
Dominican Republic,DOM,2033,,31.014
Dominican Republic,DOM,2034,,31.353
Dominican Republic,DOM,2035,,31.683
Dominican Republic,DOM,2036,,32.005
Dominican Republic,DOM,2037,,32.318
Dominican Republic,DOM,2038,,32.622
Dominican Republic,DOM,2039,,32.916
Dominican Republic,DOM,2040,,33.198
Dominican Republic,DOM,2041,,33.474
Dominican Republic,DOM,2042,,33.752
Dominican Republic,DOM,2043,,34.039
Dominican Republic,DOM,2044,,34.338
Dominican Republic,DOM,2045,,34.644
Dominican Republic,DOM,2046,,34.953
Dominican Republic,DOM,2047,,35.262
Dominican Republic,DOM,2048,,35.567
Dominican Republic,DOM,2049,,35.87
Dominican Republic,DOM,2050,,36.168
Dominican Republic,DOM,2051,,36.464
Dominican Republic,DOM,2052,,36.758
Dominican Republic,DOM,2053,,37.05
Dominican Republic,DOM,2054,,37.341
Dominican Republic,DOM,2055,,37.63
Dominican Republic,DOM,2056,,37.918
Dominican Republic,DOM,2057,,38.207
Dominican Republic,DOM,2058,,38.494
Dominican Republic,DOM,2059,,38.776
Dominican Republic,DOM,2060,,39.052
Dominican Republic,DOM,2061,,39.321
Dominican Republic,DOM,2062,,39.583
Dominican Republic,DOM,2063,,39.84
Dominican Republic,DOM,2064,,40.091
Dominican Republic,DOM,2065,,40.337
Dominican Republic,DOM,2066,,40.575
Dominican Republic,DOM,2067,,40.806
Dominican Republic,DOM,2068,,41.031
Dominican Republic,DOM,2069,,41.25
Dominican Republic,DOM,2070,,41.464
Dominican Republic,DOM,2071,,41.672
Dominican Republic,DOM,2072,,41.873
Dominican Republic,DOM,2073,,42.069
Dominican Republic,DOM,2074,,42.26
Dominican Republic,DOM,2075,,42.446
Dominican Republic,DOM,2076,,42.626
Dominican Republic,DOM,2077,,42.803
Dominican Republic,DOM,2078,,42.977
Dominican Republic,DOM,2079,,43.147
Dominican Republic,DOM,2080,,43.316
Dominican Republic,DOM,2081,,43.481
Dominican Republic,DOM,2082,,43.645
Dominican Republic,DOM,2083,,43.806
Dominican Republic,DOM,2084,,43.965
Dominican Republic,DOM,2085,,44.123
Dominican Republic,DOM,2086,,44.281
Dominican Republic,DOM,2087,,44.438
Dominican Republic,DOM,2088,,44.593
Dominican Republic,DOM,2089,,44.748
Dominican Republic,DOM,2090,,44.903
Dominican Republic,DOM,2091,,45.055
Dominican Republic,DOM,2092,,45.205
Dominican Republic,DOM,2093,,45.354
Dominican Republic,DOM,2094,,45.5
Dominican Republic,DOM,2095,,45.643
Dominican Republic,DOM,2096,,45.783
Dominican Republic,DOM,2097,,45.918
Dominican Republic,DOM,2098,,46.051
Dominican Republic,DOM,2099,,46.18
Dominican Republic,DOM,2100,,46.306
East Timor,TLS,1950,17.137,
East Timor,TLS,1951,17.209,
East Timor,TLS,1952,17.271,
East Timor,TLS,1953,17.348,
East Timor,TLS,1954,17.447,
East Timor,TLS,1955,17.57,
East Timor,TLS,1956,17.712,
East Timor,TLS,1957,17.86,
East Timor,TLS,1958,17.999,
East Timor,TLS,1959,18.126,
East Timor,TLS,1960,18.248,
East Timor,TLS,1961,18.369,
East Timor,TLS,1962,18.49,
East Timor,TLS,1963,18.614,
East Timor,TLS,1964,18.742,
East Timor,TLS,1965,18.878,
East Timor,TLS,1966,19.023,
East Timor,TLS,1967,19.174,
East Timor,TLS,1968,19.303,
East Timor,TLS,1969,19.432,
East Timor,TLS,1970,19.52,
East Timor,TLS,1971,19.494,
East Timor,TLS,1972,19.412,
East Timor,TLS,1973,19.358,
East Timor,TLS,1974,19.315,
East Timor,TLS,1975,19.372,
East Timor,TLS,1976,19.511,
East Timor,TLS,1977,19.66,
East Timor,TLS,1978,19.845,
East Timor,TLS,1979,20.007,
East Timor,TLS,1980,20.049,
East Timor,TLS,1981,19.842,
East Timor,TLS,1982,19.51,
East Timor,TLS,1983,19.241,
East Timor,TLS,1984,19.017,
East Timor,TLS,1985,18.821,
East Timor,TLS,1986,18.644,
East Timor,TLS,1987,18.47,
East Timor,TLS,1988,18.282,
East Timor,TLS,1989,18.123,
East Timor,TLS,1990,18.039,
East Timor,TLS,1991,18.019,
East Timor,TLS,1992,18.009,
East Timor,TLS,1993,17.964,
East Timor,TLS,1994,17.893,
East Timor,TLS,1995,17.807,
East Timor,TLS,1996,17.719,
East Timor,TLS,1997,17.641,
East Timor,TLS,1998,17.588,
East Timor,TLS,1999,17.539,
East Timor,TLS,2000,17.486,
East Timor,TLS,2001,17.476,
East Timor,TLS,2002,17.492,
East Timor,TLS,2003,17.534,
East Timor,TLS,2004,17.605,
East Timor,TLS,2005,17.638,
East Timor,TLS,2006,17.622,
East Timor,TLS,2007,17.618,
East Timor,TLS,2008,17.642,
East Timor,TLS,2009,17.71,
East Timor,TLS,2010,17.817,
East Timor,TLS,2011,17.953,
East Timor,TLS,2012,18.11,
East Timor,TLS,2013,18.287,
East Timor,TLS,2014,18.482,
East Timor,TLS,2015,18.707,
East Timor,TLS,2016,18.98,
East Timor,TLS,2017,19.272,
East Timor,TLS,2018,19.549,
East Timor,TLS,2019,19.813,
East Timor,TLS,2020,20.073,
East Timor,TLS,2021,20.341,
East Timor,TLS,2022,20.64,
East Timor,TLS,2023,20.969,
East Timor,TLS,2024,,21.325
East Timor,TLS,2025,,21.703
East Timor,TLS,2026,,22.089
East Timor,TLS,2027,,22.484
East Timor,TLS,2028,,22.885
East Timor,TLS,2029,,23.288
East Timor,TLS,2030,,23.689
East Timor,TLS,2031,,24.083
East Timor,TLS,2032,,24.468
East Timor,TLS,2033,,24.846
East Timor,TLS,2034,,25.218
East Timor,TLS,2035,,25.583
East Timor,TLS,2036,,25.938
East Timor,TLS,2037,,26.285
East Timor,TLS,2038,,26.627
East Timor,TLS,2039,,26.968
East Timor,TLS,2040,,27.309
East Timor,TLS,2041,,27.658
East Timor,TLS,2042,,28.011
East Timor,TLS,2043,,28.373
East Timor,TLS,2044,,28.753
East Timor,TLS,2045,,29.149
East Timor,TLS,2046,,29.552
East Timor,TLS,2047,,29.961
East Timor,TLS,2048,,30.37
East Timor,TLS,2049,,30.786
East Timor,TLS,2050,,31.203
East Timor,TLS,2051,,31.622
East Timor,TLS,2052,,32.043
East Timor,TLS,2053,,32.431
East Timor,TLS,2054,,32.814
East Timor,TLS,2055,,33.183
East Timor,TLS,2056,,33.503
East Timor,TLS,2057,,33.803
East Timor,TLS,2058,,34.099
East Timor,TLS,2059,,34.395
East Timor,TLS,2060,,34.701
East Timor,TLS,2061,,35.022
East Timor,TLS,2062,,35.342
East Timor,TLS,2063,,35.642
East Timor,TLS,2064,,35.933
East Timor,TLS,2065,,36.226
East Timor,TLS,2066,,36.51
East Timor,TLS,2067,,36.789
East Timor,TLS,2068,,37.069
East Timor,TLS,2069,,37.344
East Timor,TLS,2070,,37.632
East Timor,TLS,2071,,37.899
East Timor,TLS,2072,,38.149
East Timor,TLS,2073,,38.426
East Timor,TLS,2074,,38.702
East Timor,TLS,2075,,38.972
East Timor,TLS,2076,,39.237
East Timor,TLS,2077,,39.494
East Timor,TLS,2078,,39.757
East Timor,TLS,2079,,40.001
East Timor,TLS,2080,,40.235
East Timor,TLS,2081,,40.486
East Timor,TLS,2082,,40.724
East Timor,TLS,2083,,40.961
East Timor,TLS,2084,,41.205
East Timor,TLS,2085,,41.44
East Timor,TLS,2086,,41.645
East Timor,TLS,2087,,41.851
East Timor,TLS,2088,,42.064
East Timor,TLS,2089,,42.266
East Timor,TLS,2090,,42.455
East Timor,TLS,2091,,42.624
East Timor,TLS,2092,,42.776
East Timor,TLS,2093,,42.902
East Timor,TLS,2094,,43.025
East Timor,TLS,2095,,43.157
East Timor,TLS,2096,,43.289
East Timor,TLS,2097,,43.4
East Timor,TLS,2098,,43.497
East Timor,TLS,2099,,43.579
East Timor,TLS,2100,,43.644
Ecuador,ECU,1950,18.996,
Ecuador,ECU,1951,18.755,
Ecuador,ECU,1952,18.53,
Ecuador,ECU,1953,18.314,
Ecuador,ECU,1954,18.102,
Ecuador,ECU,1955,17.896,
Ecuador,ECU,1956,17.695,
Ecuador,ECU,1957,17.506,
Ecuador,ECU,1958,17.335,
Ecuador,ECU,1959,17.18,
Ecuador,ECU,1960,17.039,
Ecuador,ECU,1961,16.917,
Ecuador,ECU,1962,16.811,
Ecuador,ECU,1963,16.716,
Ecuador,ECU,1964,16.626,
Ecuador,ECU,1965,16.561,
Ecuador,ECU,1966,16.543,
Ecuador,ECU,1967,16.557,
Ecuador,ECU,1968,16.576,
Ecuador,ECU,1969,16.597,
Ecuador,ECU,1970,16.624,
Ecuador,ECU,1971,16.659,
Ecuador,ECU,1972,16.703,
Ecuador,ECU,1973,16.757,
Ecuador,ECU,1974,16.82,
Ecuador,ECU,1975,16.893,
Ecuador,ECU,1976,16.976,
Ecuador,ECU,1977,17.069,
Ecuador,ECU,1978,17.174,
Ecuador,ECU,1979,17.289,
Ecuador,ECU,1980,17.416,
Ecuador,ECU,1981,17.552,
Ecuador,ECU,1982,17.698,
Ecuador,ECU,1983,17.854,
Ecuador,ECU,1984,18.018,
Ecuador,ECU,1985,18.192,
Ecuador,ECU,1986,18.38,
Ecuador,ECU,1987,18.579,
Ecuador,ECU,1988,18.782,
Ecuador,ECU,1989,18.984,
Ecuador,ECU,1990,19.183,
Ecuador,ECU,1991,19.377,
Ecuador,ECU,1992,19.568,
Ecuador,ECU,1993,19.759,
Ecuador,ECU,1994,19.951,
Ecuador,ECU,1995,20.144,
Ecuador,ECU,1996,20.335,
Ecuador,ECU,1997,20.528,
Ecuador,ECU,1998,20.726,
Ecuador,ECU,1999,20.928,
Ecuador,ECU,2000,21.135,
Ecuador,ECU,2001,21.354,
Ecuador,ECU,2002,21.588,
Ecuador,ECU,2003,21.838,
Ecuador,ECU,2004,22.099,
Ecuador,ECU,2005,22.368,
Ecuador,ECU,2006,22.644,
Ecuador,ECU,2007,22.927,
Ecuador,ECU,2008,23.218,
Ecuador,ECU,2009,23.506,
Ecuador,ECU,2010,23.794,
Ecuador,ECU,2011,24.079,
Ecuador,ECU,2012,24.364,
Ecuador,ECU,2013,24.673,
Ecuador,ECU,2014,25.005,
Ecuador,ECU,2015,25.356,
Ecuador,ECU,2016,25.721,
Ecuador,ECU,2017,26.093,
Ecuador,ECU,2018,26.468,
Ecuador,ECU,2019,26.856,
Ecuador,ECU,2020,27.223,
Ecuador,ECU,2021,27.578,
Ecuador,ECU,2022,27.975,
Ecuador,ECU,2023,28.406,
Ecuador,ECU,2024,,28.845
Ecuador,ECU,2025,,29.284
Ecuador,ECU,2026,,29.724
Ecuador,ECU,2027,,30.163
Ecuador,ECU,2028,,30.598
Ecuador,ECU,2029,,31.031
Ecuador,ECU,2030,,31.459
Ecuador,ECU,2031,,31.884
Ecuador,ECU,2032,,32.306
Ecuador,ECU,2033,,32.726
Ecuador,ECU,2034,,33.143
Ecuador,ECU,2035,,33.556
Ecuador,ECU,2036,,33.966
Ecuador,ECU,2037,,34.373
Ecuador,ECU,2038,,34.776
Ecuador,ECU,2039,,35.176
Ecuador,ECU,2040,,35.574
Ecuador,ECU,2041,,35.971
Ecuador,ECU,2042,,36.366
Ecuador,ECU,2043,,36.76
Ecuador,ECU,2044,,37.154
Ecuador,ECU,2045,,37.547
Ecuador,ECU,2046,,37.942
Ecuador,ECU,2047,,38.338
Ecuador,ECU,2048,,38.738
Ecuador,ECU,2049,,39.143
Ecuador,ECU,2050,,39.548
Ecuador,ECU,2051,,39.953
Ecuador,ECU,2052,,40.359
Ecuador,ECU,2053,,40.763
Ecuador,ECU,2054,,41.163
Ecuador,ECU,2055,,41.546
Ecuador,ECU,2056,,41.913
Ecuador,ECU,2057,,42.261
Ecuador,ECU,2058,,42.597
Ecuador,ECU,2059,,42.923
Ecuador,ECU,2060,,43.235
Ecuador,ECU,2061,,43.54
Ecuador,ECU,2062,,43.844
Ecuador,ECU,2063,,44.151
Ecuador,ECU,2064,,44.451
Ecuador,ECU,2065,,44.738
Ecuador,ECU,2066,,45.008
Ecuador,ECU,2067,,45.26
Ecuador,ECU,2068,,45.496
Ecuador,ECU,2069,,45.716
Ecuador,ECU,2070,,45.922
Ecuador,ECU,2071,,46.119
Ecuador,ECU,2072,,46.309
Ecuador,ECU,2073,,46.495
Ecuador,ECU,2074,,46.677
Ecuador,ECU,2075,,46.856
Ecuador,ECU,2076,,47.033
Ecuador,ECU,2077,,47.207
Ecuador,ECU,2078,,47.377
Ecuador,ECU,2079,,47.544
Ecuador,ECU,2080,,47.707
Ecuador,ECU,2081,,47.866
Ecuador,ECU,2082,,48.021
Ecuador,ECU,2083,,48.171
Ecuador,ECU,2084,,48.316
Ecuador,ECU,2085,,48.458
Ecuador,ECU,2086,,48.597
Ecuador,ECU,2087,,48.732
Ecuador,ECU,2088,,48.865
Ecuador,ECU,2089,,48.992
Ecuador,ECU,2090,,49.116
Ecuador,ECU,2091,,49.235
Ecuador,ECU,2092,,49.348
Ecuador,ECU,2093,,49.457
Ecuador,ECU,2094,,49.559
Ecuador,ECU,2095,,49.656
Ecuador,ECU,2096,,49.748
Ecuador,ECU,2097,,49.834
Ecuador,ECU,2098,,49.917
Ecuador,ECU,2099,,49.994
Ecuador,ECU,2100,,50.066
Egypt,EGY,1950,19.546,
Egypt,EGY,1951,19.586,
Egypt,EGY,1952,19.604,
Egypt,EGY,1953,19.605,
Egypt,EGY,1954,19.581,
Egypt,EGY,1955,19.517,
Egypt,EGY,1956,19.41,
Egypt,EGY,1957,19.278,
Egypt,EGY,1958,19.105,
Egypt,EGY,1959,18.882,
Egypt,EGY,1960,18.632,
Egypt,EGY,1961,18.383,
Egypt,EGY,1962,18.172,
Egypt,EGY,1963,18.018,
Egypt,EGY,1964,17.935,
Egypt,EGY,1965,17.926,
Egypt,EGY,1966,17.965,
Egypt,EGY,1967,18.011,
Egypt,EGY,1968,18.041,
Egypt,EGY,1969,18.058,
Egypt,EGY,1970,18.079,
Egypt,EGY,1971,18.105,
Egypt,EGY,1972,18.137,
Egypt,EGY,1973,18.177,
Egypt,EGY,1974,18.217,
Egypt,EGY,1975,18.25,
Egypt,EGY,1976,18.259,
Egypt,EGY,1977,18.254,
Egypt,EGY,1978,18.248,
Egypt,EGY,1979,18.235,
Egypt,EGY,1980,18.232,
Egypt,EGY,1981,18.243,
Egypt,EGY,1982,18.262,
Egypt,EGY,1983,18.288,
Egypt,EGY,1984,18.312,
Egypt,EGY,1985,18.33,
Egypt,EGY,1986,18.338,
Egypt,EGY,1987,18.347,
Egypt,EGY,1988,18.367,
Egypt,EGY,1989,18.4,
Egypt,EGY,1990,18.506,
Egypt,EGY,1991,18.626,
Egypt,EGY,1992,18.727,
Egypt,EGY,1993,18.851,
Egypt,EGY,1994,18.983,
Egypt,EGY,1995,19.138,
Egypt,EGY,1996,19.309,
Egypt,EGY,1997,19.488,
Egypt,EGY,1998,19.681,
Egypt,EGY,1999,19.885,
Egypt,EGY,2000,20.098,
Egypt,EGY,2001,20.316,
Egypt,EGY,2002,20.534,
Egypt,EGY,2003,20.755,
Egypt,EGY,2004,20.98,
Egypt,EGY,2005,21.212,
Egypt,EGY,2006,21.437,
Egypt,EGY,2007,21.65,
Egypt,EGY,2008,21.848,
Egypt,EGY,2009,22.035,
Egypt,EGY,2010,22.206,
Egypt,EGY,2011,22.382,
Egypt,EGY,2012,22.548,
Egypt,EGY,2013,22.686,
Egypt,EGY,2014,22.797,
Egypt,EGY,2015,22.878,
Egypt,EGY,2016,22.959,
Egypt,EGY,2017,23.048,
Egypt,EGY,2018,23.166,
Egypt,EGY,2019,23.328,
Egypt,EGY,2020,23.488,
Egypt,EGY,2021,23.636,
Egypt,EGY,2022,23.813,
Egypt,EGY,2023,24.028,
Egypt,EGY,2024,,24.254
Egypt,EGY,2025,,24.478
Egypt,EGY,2026,,24.697
Egypt,EGY,2027,,24.916
Egypt,EGY,2028,,25.139
Egypt,EGY,2029,,25.361
Egypt,EGY,2030,,25.58
Egypt,EGY,2031,,25.796
Egypt,EGY,2032,,26.01
Egypt,EGY,2033,,26.225
Egypt,EGY,2034,,26.444
Egypt,EGY,2035,,26.668
Egypt,EGY,2036,,26.898
Egypt,EGY,2037,,27.134
Egypt,EGY,2038,,27.379
Egypt,EGY,2039,,27.632
Egypt,EGY,2040,,27.893
Egypt,EGY,2041,,28.168
Egypt,EGY,2042,,28.463
Egypt,EGY,2043,,28.774
Egypt,EGY,2044,,29.097
Egypt,EGY,2045,,29.43
Egypt,EGY,2046,,29.763
Egypt,EGY,2047,,30.091
Egypt,EGY,2048,,30.412
Egypt,EGY,2049,,30.718
Egypt,EGY,2050,,31
Egypt,EGY,2051,,31.243
Egypt,EGY,2052,,31.471
Egypt,EGY,2053,,31.689
Egypt,EGY,2054,,31.899
Egypt,EGY,2055,,32.101
Egypt,EGY,2056,,32.307
Egypt,EGY,2057,,32.517
Egypt,EGY,2058,,32.729
Egypt,EGY,2059,,32.941
Egypt,EGY,2060,,33.15
Egypt,EGY,2061,,33.357
Egypt,EGY,2062,,33.562
Egypt,EGY,2063,,33.766
Egypt,EGY,2064,,33.969
Egypt,EGY,2065,,34.174
Egypt,EGY,2066,,34.382
Egypt,EGY,2067,,34.591
Egypt,EGY,2068,,34.804
Egypt,EGY,2069,,35.02
Egypt,EGY,2070,,35.241
Egypt,EGY,2071,,35.467
Egypt,EGY,2072,,35.696
Egypt,EGY,2073,,35.929
Egypt,EGY,2074,,36.167
Egypt,EGY,2075,,36.409
Egypt,EGY,2076,,36.654
Egypt,EGY,2077,,36.902
Egypt,EGY,2078,,37.153
Egypt,EGY,2079,,37.405
Egypt,EGY,2080,,37.657
Egypt,EGY,2081,,37.908
Egypt,EGY,2082,,38.157
Egypt,EGY,2083,,38.4
Egypt,EGY,2084,,38.637
Egypt,EGY,2085,,38.867
Egypt,EGY,2086,,39.088
Egypt,EGY,2087,,39.302
Egypt,EGY,2088,,39.508
Egypt,EGY,2089,,39.708
Egypt,EGY,2090,,39.902
Egypt,EGY,2091,,40.088
Egypt,EGY,2092,,40.268
Egypt,EGY,2093,,40.442
Egypt,EGY,2094,,40.611
Egypt,EGY,2095,,40.776
Egypt,EGY,2096,,40.938
Egypt,EGY,2097,,41.099
Egypt,EGY,2098,,41.257
Egypt,EGY,2099,,41.414
Egypt,EGY,2100,,41.569
El Salvador,SLV,1950,17.202,
El Salvador,SLV,1951,17.07,
El Salvador,SLV,1952,16.943,
El Salvador,SLV,1953,16.813,
El Salvador,SLV,1954,16.694,
El Salvador,SLV,1955,16.59,
El Salvador,SLV,1956,16.492,
El Salvador,SLV,1957,16.39,
El Salvador,SLV,1958,16.278,
El Salvador,SLV,1959,16.17,
El Salvador,SLV,1960,16.082,
El Salvador,SLV,1961,16.007,
El Salvador,SLV,1962,15.953,
El Salvador,SLV,1963,15.906,
El Salvador,SLV,1964,15.833,
El Salvador,SLV,1965,15.742,
El Salvador,SLV,1966,15.666,
El Salvador,SLV,1967,15.603,
El Salvador,SLV,1968,15.538,
El Salvador,SLV,1969,15.475,
El Salvador,SLV,1970,15.461,
El Salvador,SLV,1971,15.489,
El Salvador,SLV,1972,15.523,
El Salvador,SLV,1973,15.573,
El Salvador,SLV,1974,15.645,
El Salvador,SLV,1975,15.736,
El Salvador,SLV,1976,15.848,
El Salvador,SLV,1977,15.971,
El Salvador,SLV,1978,16.099,
El Salvador,SLV,1979,16.238,
El Salvador,SLV,1980,16.356,
El Salvador,SLV,1981,16.469,
El Salvador,SLV,1982,16.613,
El Salvador,SLV,1983,16.774,
El Salvador,SLV,1984,16.946,
El Salvador,SLV,1985,17.125,
El Salvador,SLV,1986,17.311,
El Salvador,SLV,1987,17.491,
El Salvador,SLV,1988,17.606,
El Salvador,SLV,1989,17.653,
El Salvador,SLV,1990,17.69,
El Salvador,SLV,1991,17.724,
El Salvador,SLV,1992,17.761,
El Salvador,SLV,1993,17.943,
El Salvador,SLV,1994,18.262,
El Salvador,SLV,1995,18.59,
El Salvador,SLV,1996,18.921,
El Salvador,SLV,1997,19.252,
El Salvador,SLV,1998,19.582,
El Salvador,SLV,1999,19.906,
El Salvador,SLV,2000,20.224,
El Salvador,SLV,2001,20.535,
El Salvador,SLV,2002,20.841,
El Salvador,SLV,2003,21.14,
El Salvador,SLV,2004,21.424,
El Salvador,SLV,2005,21.684,
El Salvador,SLV,2006,21.909,
El Salvador,SLV,2007,22.076,
El Salvador,SLV,2008,22.218,
El Salvador,SLV,2009,22.38,
El Salvador,SLV,2010,22.564,
El Salvador,SLV,2011,22.771,
El Salvador,SLV,2012,23.004,
El Salvador,SLV,2013,23.261,
El Salvador,SLV,2014,23.537,
El Salvador,SLV,2015,23.834,
El Salvador,SLV,2016,24.159,
El Salvador,SLV,2017,24.516,
El Salvador,SLV,2018,24.896,
El Salvador,SLV,2019,25.293,
El Salvador,SLV,2020,25.691,
El Salvador,SLV,2021,26.088,
El Salvador,SLV,2022,26.51,
El Salvador,SLV,2023,26.956,
El Salvador,SLV,2024,,27.416
El Salvador,SLV,2025,,27.89
El Salvador,SLV,2026,,28.369
El Salvador,SLV,2027,,28.852
El Salvador,SLV,2028,,29.339
El Salvador,SLV,2029,,29.827
El Salvador,SLV,2030,,30.317
El Salvador,SLV,2031,,30.806
El Salvador,SLV,2032,,31.291
El Salvador,SLV,2033,,31.77
El Salvador,SLV,2034,,32.242
El Salvador,SLV,2035,,32.705
El Salvador,SLV,2036,,33.156
El Salvador,SLV,2037,,33.594
El Salvador,SLV,2038,,34.019
El Salvador,SLV,2039,,34.435
El Salvador,SLV,2040,,34.842
El Salvador,SLV,2041,,35.241
El Salvador,SLV,2042,,35.636
El Salvador,SLV,2043,,36.029
El Salvador,SLV,2044,,36.433
El Salvador,SLV,2045,,36.842
El Salvador,SLV,2046,,37.253
